"","city_level","date","city","color","size","gas"
"807","391.912765043954","201202","CentralEuropean","blue","4","co2"
"808","391.91739460135","201104","CentralEuropean","blue","4","co2"
"809","392.090886868062","201108","CentralEuropean","blue","4","co2"
"810","392.136268854945","201210","CentralEuropean","blue","4","co2"
"811","392.196478236462","201111","CentralEuropean","blue","4","co2"
"812","392.222694366127","201107","CentralEuropean","blue","4","co2"
"813","392.502923217695","201208","CentralEuropean","blue","6","co2"
"814","392.546322044292","201209","CentralEuropean","blue","6","co2"
"815","392.857093193987","201207","CentralEuropean","blue","6","co2"
"816","392.945288164253","201106","CentralEuropean","blue","6","co2"
"817","392.982328130981","201203","CentralEuropean","blue","6","co2"
"818","393.526946714203","201301","CentralEuropean","blue","6","co2"
"819","393.838130281934","201211","CentralEuropean","blue","6","co2"
"820","393.893489704448","201212","CentralEuropean","blue","6","co2"
"821","393.999087266915","201206","CentralEuropean","blue","6","co2"
"822","394.142821708625","201205","CentralEuropean","blue","6","co2"
"823","394.18401135084","201309","CentralEuropean","blue","6","co2"
"824","394.190725080861","201308","CentralEuropean","blue","6","co2"
"825","394.257426516839","201310","CentralEuropean","blue","6","co2"
"826","394.305342899705","201204","CentralEuropean","blue","6","co2"
"827","394.516178005255","201302","CentralEuropean","blue","6","co2"
"828","394.880665292045","201401","CentralEuropean","red","6","co2"
"829","394.954503491634","201311","CentralEuropean","red","6","co2"
"830","395.068090081933","201307","CentralEuropean","red","6","co2"
"831","395.121685841448","201312","CentralEuropean","red","6","co2"
"832","395.493805916627","201304","CentralEuropean","red","7","co2"
"833","395.623035110897","201303","CentralEuropean","red","7","co2"
"834","395.834204560005","201402","CentralEuropean","red","7","co2"
"835","395.836132918438","201306","CentralEuropean","red","7","co2"
"836","395.949089585736","201305","CentralEuropean","red","7","co2"
"837","396.128986231128","201409","CentralEuropean","red","7","co2"
"838","396.498338849285","201408","CentralEuropean","red","7","co2"
"839","396.551791151359","201410","CentralEuropean","red","7","co2"
"840","396.692956491768","201502","CentralEuropean","red","7","co2"
"841","396.789756260143","201411","CentralEuropean","red","7","co2"
"842","396.846537621924","201501","CentralEuropean","red","7","co2"
"843","396.980972620003","201412","CentralEuropean","red","7","co2"
"844","397.041189520489","201403","CentralEuropean","red","7","co2"
"845","397.348418728701","201407","CentralEuropean","red","7","co2"
"846","397.375329112251","201505","CentralEuropean","red","7","co2"
"847","397.723904334724","201504","CentralEuropean","red","7","co2"
"848","397.809077146003","201406","CentralEuropean","red","7","co2"
"849","398.074437392559","201405","CentralEuropean","red","7","co2"
"850","398.115277535108","201404","CentralEuropean","red","7","co2"
"851","398.600907966034","201503","CentralEuropean","red","7","co2"
"852","381.131178274187","200709","Johannesburg","black","1","co2"
"853","382.186365500988","200708","Johannesburg","black","1","co2"
"854","382.528597104221","200710","Johannesburg","black","1","co2"
"855","383.367741978036","200809","Johannesburg","black","1","co2"
"856","383.681984385446","200707","Johannesburg","black","1","co2"
"857","383.781365097052","200711","Johannesburg","black","1","co2"
"858","383.814593526584","200802","Johannesburg","black","1","co2"
"859","383.962003941313","200801","Johannesburg","black","1","co2"
"860","384.000629070466","200808","Johannesburg","black","1","co2"
"861","384.117402106296","200810","Johannesburg","black","1","co2"
"862","384.806404131265","200712","Johannesburg","black","1","co2"
"863","385.520256722325","200807","Johannesburg","black","1","co2"
"864","385.531490378855","200909","Johannesburg","black","1","co2"
"865","385.982411663153","200901","Johannesburg","black","1","co2"
"866","386.110299012956","200902","Johannesburg","black","1","co2"
"867","386.176952884235","200804","Johannesburg","black","1","co2"
"868","386.5430200487","200803","Johannesburg","black","1","co2"
"869","386.651842176584","200806","Johannesburg","black","1","co2"
"870","386.899125231101","200910","Johannesburg","black","3","co2"
"871","387.082517511826","200812","Johannesburg","black","3","co2"
"872","387.342347889337","200908","Johannesburg","black","3","co2"
"873","387.578501483162","200805","Johannesburg","black","3","co2"
"874","387.628523368911","200903","Johannesburg","black","3","co2"
"875","387.740648068916","200811","Johannesburg","green","3","co2"
"876","387.880920486995","201001","Johannesburg","green","3","co2"
"877","387.927549039189","201009","Johannesburg","green","3","co2"
"878","388.295761782643","200911","Johannesburg","green","3","co2"
"879","388.328509094414","200912","Johannesburg","green","3","co2"
"880","388.360489505372","200904","Johannesburg","green","3","co2"
"881","388.636434042845","201008","Johannesburg","green","3","co2"
"882","388.706854988721","201002","Johannesburg","green","3","co2"
"883","389.069839010735","200907","Johannesburg","green","3","co2"
"884","389.166615377496","201010","Johannesburg","green","3","co2"
"885","389.291038844958","200905","Johannesburg","green","3","co2"
"886","389.661700901725","200906","Johannesburg","green","3","co2"
"887","389.676863437271","201109","Johannesburg","green","3","co2"
"888","389.725463082396","201011","Johannesburg","green","3","co2"
"889","389.77124509517","201101","Johannesburg","green","4","co2"
"890","389.979607731216","201012","Johannesburg","green","4","co2"
"891","390.405730200837","201108","Johannesburg","green","4","co2"
"892","390.72273477855","201007","Johannesburg","green","4","co2"
"893","390.76297308216","201102","Johannesburg","green","4","co2"
"894","390.822434879403","201110","Johannesburg","green","4","co2"
"895","391.026339325479","201003","Johannesburg","green","4","co2"
"896","391.24244584399","201005","Johannesburg","green","4","co2"
"897","391.251629372781","201004","Johannesburg","green","4","co2"
"898","391.317884728693","201201","Johannesburg","green","4","co2"
"899","391.329298441438","201209","Johannesburg","blue","4","co2"
"900","391.358388670396","201103","Johannesburg","blue","4","co2"
"901","391.498354398035","201111","Johannesburg","blue","4","co2"
"902","391.78637844691","201107","Johannesburg","blue","4","co2"
"903","391.949930567441","201208","Johannesburg","blue","4","co2"
"904","392.03436182896","201210","Johannesburg","blue","4","co2"
"905","392.03618211048","201006","Johannesburg","blue","4","co2"
"906","392.193447413049","201202","Johannesburg","blue","4","co2"
"907","392.47400976812","201301","Johannesburg","blue","4","co2"
"908","392.754748952225","201309","Johannesburg","blue","6","co2"
"909","392.778308462837","201112","Johannesburg","blue","6","co2"
"910","392.893849663598","201207","Johannesburg","blue","6","co2"
"911","393.062116542907","201308","Johannesburg","blue","6","co2"
"912","393.065577142501","201211","Johannesburg","blue","6","co2"
"913","393.106991326499","201104","Johannesburg","blue","6","co2"
"914","393.177167163753","201105","Johannesburg","blue","6","co2"
"915","393.256505804952","201203","Johannesburg","blue","6","co2"
"916","393.485181220342","201310","Johannesburg","blue","6","co2"
"917","393.550896748384","201204","Johannesburg","blue","6","co2"
"918","394.262279157153","201205","Johannesburg","blue","6","co2"
"919","394.481274616964","201302","Johannesburg","blue","6","co2"
"920","394.521945401108","201307","Johannesburg","blue","6","co2"
"921","394.545327520174","201106","Johannesburg","blue","6","co2"
"922","394.559194360833","201212","Johannesburg","blue","6","co2"
"923","394.611701885695","201409","Johannesburg","red","6","co2"
"924","394.895154620105","201206","Johannesburg","red","6","co2"
"925","394.977668626991","201401","Johannesburg","red","6","co2"
"926","395.185077864796","201410","Johannesburg","red","6","co2"
"927","395.322598724989","201303","Johannesburg","red","7","co2"
"928","395.444412433143","201311","Johannesburg","red","7","co2"
"929","395.506685961252","201312","Johannesburg","red","7","co2"
"930","395.538207299914","201408","Johannesburg","red","7","co2"
"931","395.803234453156","201306","Johannesburg","red","7","co2"
"932","395.842027280773","201501","Johannesburg","red","7","co2"
"933","395.981376772872","201402","Johannesburg","red","7","co2"
"934","396.382029820018","201305","Johannesburg","red","7","co2"
"935","396.623611272201","201304","Johannesburg","red","7","co2"
"936","396.686376436186","201407","Johannesburg","red","7","co2"
"937","396.803920908178","201411","Johannesburg","red","7","co2"
"938","396.863125591678","201403","Johannesburg","red","7","co2"
"939","396.898554308242","201412","Johannesburg","red","7","co2"
"940","397.551815364661","201502","Johannesburg","red","7","co2"
"941","398.124440931421","201406","Johannesburg","red","7","co2"
"942","398.722454556863","201405","Johannesburg","red","7","co2"
"943","398.846691015284","201504","Johannesburg","red","7","co2"
"944","398.901149623951","201404","Johannesburg","red","7","co2"
"945","399.367519377928","201505","Johannesburg","red","7","co2"
"946","399.543759821389","201503","Johannesburg","black","7","co2"
